Codice;Ubicazione;Area di Competenza;DescrizioneVia;Civico;CodiceVia;camere;camere_piano;categoria;insegna;nro_apparecchi_tel_ricettiva;numero_servizi;numero_servizi_piano;piani_tot;piano_piano;posti_letto;posti_letto_piano;tipo_att_strut_extra;MUNICIPIO;LONGIT;LATIT;Location
C-AL/266;Piazza REPUBBLICA (DELLA) N. 13 (z.d. 2);ATTIVITA RICETTIVE - Strutt. albergh.;Piazza REPUBBLICA (DELLA);13;1055;99;6|6|6|6|6|6|6|6|6|6;l;duca di milano;;;6|6|6|6|6|6|6|6|6|6;;1|2|3|4|5|6|7|8|9|0;189;11|11|11|11|11|11|11|11|11|11;Albergo;2;9.19706410477;45.4789549517;45.4789549517, 9.19706410477
C-AL/267;Piazza REPUBBLICA (DELLA) N. 17 (z.d. 2);ATTIVITA RICETTIVE - Strutt. albergh.;Piazza REPUBBLICA (DELLA);17;1055;313;48|50|41|41|41|43|10|10|10;l;hotel principe di savoia;;;48|50|41|41|41|43|10|10|10;;1|2|3|4|5|6|7|8|9;623;76|81|71|71|85|70|18|18|18;Albergo;2;9.1969244465;45.4797945588;45.4797945588, 9.1969244465
C-AL/268;Piazza REPUBBLICA (DELLA) N. 20 (z.d. 2);ATTIVITA RICETTIVE - Strutt. albergh.;Piazza REPUBBLICA (DELLA);20;1055;228;6|28|29|26|24|13;l;the westin palace;;;24|13|6|28|29|26;;A|1|2|3|4|5|6|7|8|9;441;37|22|20|43|11|48;Albergo;2;9.19887119807;45.4789545571;45.4789545571, 9.19887119807
C-AL/269;Via RICORDI GIOVANNI N. 10 (z.d. 3);ATTIVITA RICETTIVE - Strutt. albergh.;Via RICORDI GIOVANNI;10;2251;23;4|8|4|4|3;3;hotel adler;;;4|8|4|4|3;5;T|1|2|3|4;43;8|13|5|5|4;Albergo;3;9.21939834524;45.4850380051;45.4850380051, 9.21939834524
C-AL/270;Via RICORDI GIOVANNI N. 20 (z.d. 3);ATTIVITA RICETTIVE - Strutt. albergh.;Via RICORDI GIOVANNI;20;2251;15;3|4|4|4;1;hotel malta;;15;3|4|4|4;4;R|1|2|3;24;6|6|6|6;Albergo;3;9.21939251526;45.4853501999;45.4853501999, 9.21939251526
C-AL/271;Via RIPAMONTI GIUSEPPE N. 134 (z.d. 5);ATTIVITA RICETTIVE - Strutt. albergh.;Via RIPAMONTI GIUSEPPE;134;4066;28;;2;hotel liguria;;;;;;51;;Albergo;5;9.20010348296;45.43789005;45.43789005, 9.20010348296
C-AL/273;VIA ROVELLO N. 3 (z.d. 1);ATTIVITA RICETTIVE - Strutt. albergh.;VIA ROVELLO;3;722;29;10|9;2;hotel london;;8;3|2;3;1|2|3;49;12|9;Albergo;1;9.18434864941;45.4673216799;45.4673216799, 9.18434864941
C-AL/274;Via ROVELLO N. 10 (z.d. 1);ATTIVITA RICETTIVE - Strutt. albergh.;Via ROVELLO;10;722;24;0;3;hotel giulio cesare;;;0;;;34;0;Albergo;1;9.18433596478;45.4675050339;45.4675050339, 9.18433596478
C-AL/276;Via RUBENS PIETRO N. 21 (z.d. 7);ATTIVITA RICETTIVE - Strutt. albergh.;Via RUBENS PIETRO;21;6597;87;19|11;4;hotel rubens;;;19|11;5;1|2|3|4|5;150;29|25;Albergo;7;9.14300833176;45.4671473253;45.4671473253, 9.14300833176
C-AL/278;Via RUTILIA N. 6 (z.d. 5);ATTIVITA RICETTIVE - Strutt. albergh.;Via RUTILIA;6;4229;23;;2;hotel garden;;;;;;46;;Albergo;5;9.19880658191;45.440197767;45.440197767, 9.19880658191
C-AL/279;Via SACCHINI ANTONIO GASPARE N. 17 (z.d. 3);ATTIVITA RICETTIVE - Strutt. albergh.;Via SACCHINI ANTONIO GASPARE;17;2252;18;3|7|6;2;sara;;6;3|2|1;3;T|1|2;36;3|12|10;Albergo;3;9.22009666009;45.4854893337;45.4854893337, 9.22009666009
C-AL/280;Via SACCHINI ANTONIO GASPARE N. 19 (z.d. 3);ATTIVITA RICETTIVE - Strutt. albergh.;Via SACCHINI ANTONIO GASPARE;19;2252;10;1|5|4;1;villa mira;;1;1|0|0;3;T|1|2;18;2|8|8;Albergo;3;9.2200810854052;45.4855863329338;45.4855863329338, 9.2200810854052
C-AL/281;VIA SALDINI CESARE N. 23 (z.d. 3);ATTIVITA RICETTIVE - Strutt. albergh.;VIA SALDINI CESARE;23;3206;45;;3;hotel citta studi;;;;;;79;;Albergo;3;9.22724337471;45.4713631222;45.4713631222, 9.22724337471
C-AL/282;Via SAMMARTINI GIOVANNI BATTISTA N. 15 (z.d. 2);ATTIVITA RICETTIVE - Strutt. albergh.;Via SAMMARTINI GIOVANNI BATTISTA;15;1202;18;0;2;hotel ada;;8;0;1;;25;0;Albergo;2;9.2040284645;45.4878522683;45.4878522683, 9.2040284645
C-AL/284;Via SANGIORGIO ABBONDIO N. 16 (z.d. 1);ATTIVITA RICETTIVE - Strutt. albergh.;Via SANGIORGIO ABBONDIO;16;7138;30;0;3;hotel lancaster;;;0;;;65;0;Albergo;1;9.1663018946;45.4759878597;45.4759878597, 9.1663018946
C-AL/285;Via GREGORIO (SAN) N. 30 (z.d. 2);ATTIVITA RICETTIVE - Strutt. albergh.;Via GREGORIO (SAN);30;2123;27;;3;HOTEL FERTON;;;;;;47;;Albergo;2;9.20304144797;45.4803175667;45.4803175667, 9.20304144797
C-AL/138;Piazza GERUSALEMME N. 6 (z.d. 8);ATTIVITA RICETTIVE - Strutt. albergh.;Piazza GERUSALEMME;6;7201;119;15|15|15|15|16|10;4;hotel mozart;;130;15|15|15|15|16|10;;1|2|3|4|5|6;208;26|26|26|26|26|12;Albergo;8;9.16672369616749;45.4835445919356;45.4835445919356, 9.16672369616749
C-AL/139;Via GESU' N. 10 (z.d. 1);ATTIVITA RICETTIVE - Strutt. albergh.;Via GESU';10;227;118;18|35|34|11;5;four season hotel milan;;;18|35|34|11;4;T|1|2|3;240;36|70|68|22;Albergo;1;9.1957060931;45.4697485675;45.4697485675, 9.1957060931
C-AL/141;VIA GHIBERTI LORENZO N. 1 (z.d. 7);ATTIVITA RICETTIVE - Strutt. albergh.;VIA GHIBERTI LORENZO;1;658;24;;2;residence portello;;;;;;40;;Residence;;;;
C-AL/142;Via GIUSTI GIUSEPPE N. 6 (z.d. 1);ATTIVITA RICETTIVE - Strutt. albergh.;Via GIUSTI GIUSEPPE;6;7127;72;6|20|20|22|22|18|18|6;3;giusti 6;;72;6|20|20|22|22|18|18|6;7;R|1|2|3|4|5|6|7;169;13|48|48|54|54|48|48|6;Residence;1;9.17867051305;45.4804358051;45.4804358051, 9.17867051305
C-AL/143;Via GOLDONI CARLO N. 31 (z.d. 6);ATTIVITA RICETTIVE - Strutt. albergh.;Via GOLDONI CARLO;31;3183;18;6|6|3|3;1;jolie;;18;6|6|6|3;4;2|3|T|1;28;9|9|6|4;Albergo;3;9.21399718349;45.4693219037;45.4693219037, 9.21399718349
C-AL/146;Via HAJECH CAMILLO N. 18 (z.d. 4);ATTIVITA RICETTIVE - Strutt. albergh.;Via HAJECH CAMILLO;18;3091;11;0;2;la caravella;;;0;;;16;0;;4;9.21854306827;45.4642460234;45.4642460234, 9.21854306827
C-AL/147;Via HOEPLI ULRICO N. 6 (z.d. 1);ATTIVITA RICETTIVE - Strutt. albergh.;Via HOEPLI ULRICO;6;190;109;;4;hotel de la ville;;;;;;208;;Albergo;1;9.19239235315;45.4661405721;45.4661405721, 9.19239235315
C-AL/150;CORSO ITALIA N. 11A (z.d. 1);ATTIVITA RICETTIVE - Strutt. albergh.;CORSO ITALIA;11A;526;44;8|16|17;3;albergo hotel zurigo;;41;8|16|17;3;T|1|2;78;14|24|21;Albergo;1;9.18792874629;45.4586354653;45.4586354653, 9.18792874629
C-AL/151;Corso ITALIA N. 34 (z.d. 1);ATTIVITA RICETTIVE - Strutt. albergh.;Corso ITALIA;34;526;41;;4;residence di corso italia;;;;;;81;;Residence;1;9.1872838327;45.4566719227;45.4566719227, 9.1872838327
C-AL/152;Via JACOPO DELLA QUERCIA N. 6 (z.d. 7);ATTIVITA RICETTIVE - Strutt. albergh.;Via JACOPO DELLA QUERCIA;6;6541;14;3|3|3|1;2;le quercie;;2;0|1|1|0;4;R|1|2|M;24;4|5|4|3;Albergo;7;9.14480212839;45.4752161182;45.4752161182, 9.14480212839
C-AL/153;Via JOMMELLI NICCOLO' N. 49 (z.d. 3);ATTIVITA RICETTIVE - Strutt. albergh.;Via JOMMELLI NICCOLO';49;2426;10;;1;hotel venezia;;;;;;17;;Albergo;3;9.22528829223;45.4874355008;45.4874355008, 9.22528829223
C-AL/155;Via LAMBRATE N. 9 (z.d. 3);ATTIVITA RICETTIVE - Strutt. albergh.;Via LAMBRATE;9;2421;67;3|2|8|9|9|9|7|6|10|4;3;pian della nave;;67;3|2|8|9|9|9|7|6|10|4;9;T|R|1|2|3|4|5|6|7|8;200;8|6|24|27|27|27|21|18|30|12;Residence;3;9.22558891514;45.4896146082;45.4896146082, 9.22558891514
C-AL/157;Via LARIO N. 40 (z.d. 9);ATTIVITA RICETTIVE - Strutt. albergh.;Via LARIO;40;1171;7;0;1;albergo lario;;;0;;;17;0;Albergo;9;9.19179218873;45.4950875094;45.4950875094, 9.19179218873
AL/884;Via SOFIA (SANTA) N. 10 (z.d. 1);ATTIVITA RICETTIVE - Strutt. albergh.;Via SOFIA (SANTA);10;408;165;;4 STELLE;UPTOWN PALACE;;;;;;332;;Albergo;1;9.19195123274;45.4574774417;45.4574774417, 9.19195123274
C-AL/315;Via SPALLANZANI LAZZARO N. 27 (z.d. 3);ATTIVITA RICETTIVE - Strutt. albergh.;Via SPALLANZANI LAZZARO;27;2153;28;;3;hotel teco;;;;;;80;;;3;9.20928654722;45.4781614309;45.4781614309, 9.20928654722
C-AL/687;Via OLGETTINA N. 60 (z.d. 3);ATTIVITA RICETTIVE - Strutt. albergh.;Via OLGETTINA;60;2530;216;216;3;hotel rafael;;;0;;;439;439;albergo;3;9.26786297215;45.5060615834;45.5060615834, 9.26786297215
AL/876;Via BROGLIO EMILIO N. 28 (z.d. 9);ATTIVITA RICETTIVE - Strutt. albergh.;Via BROGLIO EMILIO;28;1246;7;;2 STELLE;HOTEL BOVISA;;;;;;9;;Albergo;9;9.16218872391;45.5023681496;45.5023681496, 9.16218872391
AL/892;VIA ORSEOLO PIETRO N. 1 (z.d. 6);ATTIVITA RICETTIVE - Strutt. albergh.;VIA ORSEOLO PIETRO;1;658;59;;4;MERCURE HOTEL;;;;;;103;;Albergo;;;;
AL/906;Via ARCHIMEDE N. 75 (z.d. 4);ATTIVITA RICETTIVE - Strutt. albergh.;Via ARCHIMEDE;75;3086;12;12;3 STELLE;HOTEL POMA;;;;;;21;21;;4;9.21633289564;45.4655685569;45.4655685569, 9.21633289564
AL/887;VIA MANZONI ALESSANDRO N. 31 (z.d. 1);ATTIVITA RICETTIVE - Strutt. albergh.;VIA MANZONI ALESSANDRO;31;230;95;;5 STELLE LUSSO;ARMANI HOTEL MILANO;;;;;;190;;Albergo;1;9.19310030281;45.4705617955;45.4705617955, 9.19310030281
AL/877;VIA TORRIANI NAPO N. 28 (z.d. 2);ATTIVITA RICETTIVE - Strutt. albergh.;VIA TORRIANI NAPO;28;2126;71;;3;HOTEL AUGUSTUS;;;;;;98;;Albergo;2;9.20322776577;45.4833654449;45.4833654449, 9.20322776577
AL/878;PIAZZA DURANTE FRANCESCO N. 30 durante 30 (z.d. 2);ATTIVITA RICETTIVE - Strutt. albergh.;PIAZZA DURANTE FRANCESCO;30;2277;11;;1 stella;HOTEL DURANTE;;;;;;19;;Albergo;3;9.22418677021;45.4893635668;45.4893635668, 9.22418677021
AL/880;Via GOLDONI CARLO N. 33 (z.d. 3);ATTIVITA RICETTIVE - Strutt. albergh.;Via GOLDONI CARLO;33;3183;11;;4;TOWN HOUSE 33;;;;;;21;;Albergo;3;9.21416068869;45.4693238377;45.4693238377, 9.21416068869
AL/891;Via BREMBO N. 29 (z.d. 1);ATTIVITA RICETTIVE - Strutt. albergh.;Via BREMBO;29;4219;55;;2 stelle;;;;;;;99;;Residence;5;9.20707055064;45.444445367;45.444445367, 9.20707055064
AL/893;Via FELTRE N. 19 n. civico 19/b (z.d. 3);ATTIVITA RICETTIVE - Strutt. albergh.;Via FELTRE;19;2652;38;;4 STELLE;NU HOTEL;;;;;;70;;Albergo;3;9.23957385956;45.4912874359;45.4912874359, 9.23957385956
AL/888;Via TOMASO (SAN) N. 8 Int. a (z.d. 1);ATTIVITA RICETTIVE - Strutt. albergh.;Via TOMASO (SAN);8;723;17;17;4 STELLE;HOTEL PALAZZO SEGRETI;;;;;;34;34;Albergo;1;9.18435276976;45.4672055021;45.4672055021, 9.18435276976
AL/886;Via ORSEOLO PIETRO N. 1 (z.d. 6);ATTIVITA RICETTIVE - Strutt. albergh.;Via ORSEOLO PIETRO;1;5113;59;;4 STELLE;;;;;;;101;;Albergo;6;9.16867950982;45.4566280641;45.4566280641, 9.16867950982
AL/894;Piazza EUSTORGIO (SANT') N. 2 (z.d. 1);ATTIVITA RICETTIVE - Strutt. albergh.;Piazza EUSTORGIO (SANT');2;5186;22;;3;HOTEL MILANO NAVIGLI;;;;;;38;;;1;9.18051293929;45.4532345247;45.4532345247, 9.18051293929
AL/889;Corso CONCORDIA N. 1 (z.d. 3);ATTIVITA RICETTIVE - Strutt. albergh.;Corso CONCORDIA;1;3116;77;;5 STELLE;;;;;;;180;;Albergo;3;9.20753443723;45.4681856074;45.4681856074, 9.20753443723
AL/883;Alzaia NAVIGLIO GRANDE N. 8 (z.d. 6);ATTIVITA RICETTIVE - Strutt. albergh.;Alzaia NAVIGLIO GRANDE;8;5144;14;;4 STELLE;HOTEL MAISON BORELLA;;;;;;25;;Albergo;6;9.17577663755;45.4520962804;45.4520962804, 9.17577663755
AL/881;Viale LOMBARDIA N. 20 (z.d. 3);ATTIVITA RICETTIVE - Strutt. albergh.;Viale LOMBARDIA;20;2400;27;;3;OASI VILLAGE HOTEL;;;;;;59;;Albergo;3;9.2238418374;45.4825959739;45.4825959739, 9.2238418374
AL/882;Via ANTONIO DA RECANATE N. 2 (z.d. 2);ATTIVITA RICETTIVE - Strutt. albergh.;Via ANTONIO DA RECANATE;2;2215;10;;1;KLICK HOTEL;;;;;;16;;Albergo;2;9.20381572886;45.4834626612;45.4834626612, 9.20381572886
AL/895;Via RICORDI GIOVANNI N. 10 (z.d. 3);ATTIVITA RICETTIVE - Strutt. albergh.;Via RICORDI GIOVANNI;10;2251;23;;;HOTEL ADLER;;;;;;47;;Albergo;3;9.21939834524;45.4850380051;45.4850380051, 9.21939834524
AL/900;Via FORCELLA VINCENZO N. 6 (z.d. 6);ATTIVITA RICETTIVE - Strutt. albergh.;Via FORCELLA VINCENZO;6;5127;39;;;MAGNA PARS SUITES MILANO;;;;;;82;;Albergo;6;9.16694627939;45.4524774665;45.4524774665, 9.16694627939
AL/911;VIA TENCA CARLO N. 21 (z.d. 2);ATTIVITA RICETTIVE - Strutt. albergh.;VIA TENCA CARLO;21;658;70;;3 STELLE;HOTEL MYTHOS;;;;;;99;;Albergo;;;;
AL/890;Via STEPHENSON GIORGIO Int. 55;ATTIVITA RICETTIVE - Strutt. albergh.;Via STEPHENSON GIORGIO;;7456;256;;4 STELLE;barcelo milan;;;;;;512;;Albergo;;;;
AL/896;Via VENEZIA GIULIA N. 18 Int. civico esatto:8 (z.d. 8);ATTIVITA RICETTIVE - Strutt. albergh.;Via VENEZIA GIULIA;18;7500;115;;4;;;;;;;230;;Albergo;8;9.11455474491;45.5144336801;45.5144336801, 9.11455474491
AL/928;Piazza REPUBBLICA (DELLA) N. 13 (z.d. 2);ATTIVITA RICETTIVE - Strutt. albergh.;Piazza REPUBBLICA (DELLA);13;1055;132;;5 STELLE LUSSO;ME MILAN IL DUCA;;;;;;332;;Albergo;2;9.19706410477;45.4789549517;45.4789549517, 9.19706410477
AL/952;VIA ANTONELLI ALESSANDRO N. 3 (z.d. 4);ATTIVITA RICETTIVE - Strutt. albergh.;VIA ANTONELLI ALESSANDRO;3;4178;10;;2;Hotel Lucania;;;;;;18;;Albergo;4;9.22346428899;45.4413831717;45.4413831717, 9.22346428899
AL/912;Via CALVINO GIOVANNI N. 21 (z.d. 8);ATTIVITA RICETTIVE - Strutt. albergh.;Via CALVINO GIOVANNI;21;7532;42;;2;;;;;;;88;;Albergo;8;9.17270297802;45.490249842;45.490249842, 9.17270297802
AL/909;Via GRACCHI (DEI) N. 30 (z.d. 7);ATTIVITA RICETTIVE - Strutt. albergh.;Via GRACCHI (DEI);30;6271;12;;4;;;;;;;25;;Residence;7;9.14864746577;45.4633198379;45.4633198379, 9.14864746577
AL/902;Via MAZZINI GIUSEPPE N. 10 (z.d. 1);ATTIVITA RICETTIVE - Strutt. albergh.;Via MAZZINI GIUSEPPE;10;516;14;;3;HOTEL LA MADONNINA;;;;;;25;;Albergo;1;9.18838719404;45.4629178278;45.4629178278, 9.18838719404
AL/903;Via EDOLO N. 18 (z.d. 2);ATTIVITA RICETTIVE - Strutt. albergh.;Via EDOLO;18;1217;25;;3;BIO CITY HOTEL;;;;;;46;;Albergo;2;9.20657412059;45.4924818291;45.4924818291, 9.20657412059
AL/908;PIAZZA VENTIQUATTRO MAGGIO N. 8 (z.d. 1);ATTIVITA RICETTIVE - Strutt. albergh.;PIAZZA VENTIQUATTRO MAGGIO;8;5200;30;;4 STELLE;;;;;;;67;;Albergo;5;9.17911314942;45.4531412218;45.4531412218, 9.17911314942
AL/916;VIA ROSMINI ANTONIO N. 14 (z.d. 1);ATTIVITA RICETTIVE - Strutt. albergh.;VIA ROSMINI ANTONIO;14;7132;18;;3;ming hao hotel;;;;;;28;;Albergo;1;9.17482118313;45.4809755565;45.4809755565, 9.17482118313
AL/907;Corso PORTA NUOVA (DI) N. 1 (z.d. 1);ATTIVITA RICETTIVE - Strutt. albergh.;Corso PORTA NUOVA (DI);1;1044;88;;5 STELLE LUSSO;PALAZZO PARIGI;;;;;;234;;Albergo;1;9.19113121625;45.4734009823;45.4734009823, 9.19113121625
AL/907;Corso PORTA NUOVA (DI) N. 1 (z.d. 1);ATTIVITA RICETTIVE - Strutt. albergh.;Corso PORTA NUOVA (DI);1;1044;88;;5 STELLE LUSSO;PALAZZO PARIGI;;;;;;234;;Albergo;1;9.19113121625;45.4734009823;45.4734009823, 9.19113121625
AL/904;Via BISSOLATI LEONIDA N. 29 (z.d. 2);ATTIVITA RICETTIVE - Strutt. albergh.;Via BISSOLATI LEONIDA;29;1385;11;11;1;HOTEL BICOCCA;;;;;;18;18;Albergo;2;9.20174388303;45.5021539176;45.5021539176, 9.20174388303
AL/913;Via ANTONIO DA RECANATE N. 2 (z.d. 2);ATTIVITA RICETTIVE - Strutt. albergh.;Via ANTONIO DA RECANATE;2;2215;10;;2 stelle;;;;;;;19;;Albergo;2;9.20381572886;45.4834626612;45.4834626612, 9.20381572886
AL/910;VIA GOLDONI CARLO N. 84 secondo piano (z.d. 3);ATTIVITA RICETTIVE - Strutt. albergh.;VIA GOLDONI CARLO;84;3183;10;;2 STELLE;hotel medea;;;;;;17;;Albergo;3;9.22187582235;45.4692670111;45.4692670111, 9.22187582235
AL/914;VIA VENINI GIULIO E CORRADO N. 72 (z.d. 2);ATTIVITA RICETTIVE - Strutt. albergh.;VIA VENINI GIULIO E CORRADO;72;2258;21;;3 STELLE;;;;;;;47;;Albergo;2;9.21685321482;45.4937317902;45.4937317902, 9.21685321482
AL/917;Via MARTA (SANTA) N. 4 (z.d. 1);ATTIVITA RICETTIVE - Strutt. albergh.;Via MARTA (SANTA);4;562;10;;4 STELLE;;;;;;;23;;Albergo;1;9.18363377313;45.4631367481;45.4631367481, 9.18363377313
AL/921;Via ROSSI PELLEGRINO N. 45 (z.d. 9);ATTIVITA RICETTIVE - Strutt. albergh.;Via ROSSI PELLEGRINO;45;1510;23;;3;IGIBAN HOTEL MILANO;;;;;;41;;Albergo;9;9.17571863584;45.5106576726;45.5106576726, 9.17571863584
AL/922;Viale ZARA N. 28 (z.d. 2);ATTIVITA RICETTIVE - Strutt. albergh.;Viale ZARA;28;1170;18;;3;;;;;;;25;;Albergo;2;9.19261051519;45.4913866718;45.4913866718, 9.19261051519
AL/934;Via VARESINA N. 76 (z.d. 8);ATTIVITA RICETTIVE - Strutt. albergh.;Via VARESINA;76;7290;15;;1 stella;HOTEL LUISA;;;;;;23;;Albergo;8;9.14503830502;45.4980428578;45.4980428578, 9.14503830502
AL/923;Viale LOMBARDIA N. 20 (z.d. 3);ATTIVITA RICETTIVE - Strutt. albergh.;Viale LOMBARDIA;20;2400;9;;1 STELLA;HOTEL ONE;;;;;;17;;Albergo;3;9.2238418374;45.4825959739;45.4825959739, 9.2238418374
AL/950;VIA CLERICI N. 11 (z.d. 1);ATTIVITA RICETTIVE - Strutt. albergh.;VIA CLERICI;11;114;9;;4 stelle;clerici boutique hotel;;;;;;23;;Albergo;1;9.18680387276;45.4674338388;45.4674338388, 9.18680387276
AL/931;Via BERNARDO (SAN) N. 36 (z.d. 5);ATTIVITA RICETTIVE - Strutt. albergh.;Via BERNARDO (SAN);36;4351;9;;3;HOTEL BORGO NUOVO;;;;;;18;;Albergo;5;9.2399180471;45.4157753025;45.4157753025, 9.2399180471
AL/932;VIA GALLINA GIACINTO N. 12 (z.d. 3);ATTIVITA RICETTIVE - Strutt. albergh.;VIA GALLINA GIACINTO;12;3105;55;;3 STELLE;VIVA HOTEL MILANO;;;;;;93;;Albergo;3;9.22266370104;45.4704786153;45.4704786153, 9.22266370104
AL/933;Via CORELLI ARCANGELO N. 56 (z.d. 3);ATTIVITA RICETTIVE - Strutt. albergh.;Via CORELLI ARCANGELO;56;3243;7;;2 STELLE;HOTEL SEVEN ROOMS M/HOTEL;;;;;;20;;Albergo;3;9.25356175351;45.4710522442;45.4710522442, 9.25356175351
AL/941;Via CAGLIERO GIOVANNI N. 14A (z.d. 2);ATTIVITA RICETTIVE - Strutt. albergh.;Via CAGLIERO GIOVANNI;14A;1407;45;;4 STELLE USO PROMISCUO ALBERGO;STUDIO INN ART CENTRALE;;;;;;96;;Residence;2;9.2028615847;45.4962079017;45.4962079017, 9.2028615847
AL/919;Viale ZARA N. 28 (z.d. 2);ATTIVITA RICETTIVE - Strutt. albergh.;Viale ZARA;28;1170;18;;3 STELLE;;;;;;;25;;Albergo;2;9.19261051519;45.4913866718;45.4913866718, 9.19261051519
AL/939;Via PREDABISSI FRANCESCO N. 1A (z.d. 2);ATTIVITA RICETTIVE - Strutt. albergh.;Via PREDABISSI FRANCESCO;1A;2593;8;;1;dipendenza lux hotel durante;;;;;;12;;Albergo;2;9.22320498196;45.4901648062;45.4901648062, 9.22320498196
AL/925;Via VALLAZZE N. 39 (z.d. 3);ATTIVITA RICETTIVE - Strutt. albergh.;Via VALLAZZE;39;2250;18;;3 STELLE;hotel montecarlo;;;;;;35;;Albergo;3;9.22396185559;45.4843544776;45.4843544776, 9.22396185559
AL/926;Via PALMANOVA N. 153 (z.d. 2);ATTIVITA RICETTIVE - Strutt. albergh.;Via PALMANOVA;153;2390;50;;4 STELLE;HOTEL ADAM;;;;;;86;;Albergo;2;9.24634881414;45.5044392217;45.5044392217, 9.24634881414
AL/947;Piazza VENTIQUATTRO MAGGIO N. 8 (z.d. 5);ATTIVITA RICETTIVE - Strutt. albergh.;Piazza VENTIQUATTRO MAGGIO;8;5200;2;;3 STELLE;DIPENDENZA;;;;;;6;;Albergo;5;9.17911314942;45.4531412218;45.4531412218, 9.17911314942
AL/945;Viale BIANCA MARIA N. 4 (z.d. 1);ATTIVITA RICETTIVE - Strutt. albergh.;Viale BIANCA MARIA;4;3050;92;;4 STELLE;BIANCA MARIA PALACE HOTEL;;;;;;172;;Albergo;1;9.20675410453;45.4635539035;45.4635539035, 9.20675410453
AL/918;Via DOBERDO' N. 19 (z.d. 2);ATTIVITA RICETTIVE - Strutt. albergh.;Via DOBERDO';19;2446;8;;3 stelle;IL GIRASOLE;;;;;;14;;Albergo;2;9.22389977635;45.5190275647;45.5190275647, 9.22389977635
AL/920;Viale SARCA N. 336 (z.d. 9);ATTIVITA RICETTIVE - Strutt. albergh.;Viale SARCA;336;1427;216;;4 STELLE;;;;;;;387;;Albergo;9;9.2145118859;45.5254764229;45.5254764229, 9.2145118859
AL/940;Via SENATO N. 22 (z.d. 1);ATTIVITA RICETTIVE - Strutt. albergh.;Via SENATO;22;236;43;;4 STELLE;SENATO HOTEL MILANO;;;;;;88;;Albergo;1;9.19644312031;45.4713759341;45.4713759341, 9.19644312031
AL/944;Piazza DUCA D'AOSTA N. 4 (z.d. 2);ATTIVITA RICETTIVE - Strutt. albergh.;Piazza DUCA D'AOSTA;4;1200;171;;4 STELLE;GLAM HOTEL MILANO;;;;;;385;;Albergo;2;9.20318279247;45.4836970161;45.4836970161, 9.20318279247
AL/944;Piazza DUCA D'AOSTA N. 4 (z.d. 2);ATTIVITA RICETTIVE - Strutt. albergh.;Piazza DUCA D'AOSTA;4;1200;171;;4 STELLE;GLAM HOTEL MILANO;;;;;;385;;Albergo;2;9.20336439701;45.4837709021;45.4837709021, 9.20336439701
AL/948;Via CORELLI ARCANGELO N. 56 (z.d. 3);ATTIVITA RICETTIVE - Strutt. albergh.;Via CORELLI ARCANGELO;56;3243;7;;;seven rooms milano;;;;;;18;;Albergo;3;9.25356175351;45.4710522442;45.4710522442, 9.25356175351
AL/924;Via MESSINA N. 38 Int. torre a (z.d. 8);ATTIVITA RICETTIVE - Strutt. albergh.;Via MESSINA;38;7211;121;;3;;;;;;;244;;Albergo;8;9.17374757007;45.4858868336;45.4858868336, 9.17374757007
AL/935;Via ACHILLE N. 4 (z.d. 7);ATTIVITA RICETTIVE - Strutt. albergh.;Via ACHILLE;4;6419;149;;3 STELLE;B&B HOTEL MILANO SAN SIRO;;;;;;298;;Albergo;7;9.12373345123;45.4802146376;45.4802146376, 9.12373345123
AL/936;Via ALBRICCI ALBERICO Int. 24;ATTIVITA RICETTIVE - Strutt. albergh.;Via ALBRICCI ALBERICO;;337;117;;4 STELLE;THE SQUARE MILANO DUOMO;;;;;;332;;Albergo;;;;
AL/937;Via ZURETTI GIANFRANCO N. 46 (z.d. 2);ATTIVITA RICETTIVE - Strutt. albergh.;Via ZURETTI GIANFRANCO;46;1216;30;;1 STELLA;HOTEL CENTRALE;;;;;;70;;Albergo;2;9.20894975762;45.4944064136;45.4944064136, 9.20894975762
AL/949;Via PELLICO SILVIO N. 4 (z.d. 1);ATTIVITA RICETTIVE - Strutt. albergh.;Via PELLICO SILVIO;4;103;85;;4 stelle;;;;;;;183;;Albergo;1;9.18933800273;45.4651891272;45.4651891272, 9.18933800273
AL/929;VIA COLUMELLA LUCIO GIUNIO N. 36 (z.d. 2);ATTIVITA RICETTIVE - Strutt. albergh.;VIA COLUMELLA LUCIO GIUNIO;36;2399;193;;4;HILTON GARDEN INN MILANO NORD;;;;;;406;;Albergo;2;9.22687372427384;45.5158566226909;45.5158566226909, 9.22687372427384
AL/946;Via BARTOLOZZI FRANCESCO N. 6 (z.d. 4);ATTIVITA RICETTIVE - Strutt. albergh.;Via BARTOLOZZI FRANCESCO;6;3267;7;;2 STELLE;DIPENDENZA;;;;;;12;;Albergo;4;9.22711606396;45.4610001881;45.4610001881, 9.22711606396
AL/951;VIA CELLINI BENVENUTO N. 14 (z.d. 4);ATTIVITA RICETTIVE - Strutt. albergh.;VIA CELLINI BENVENUTO;14;3081;49;;;HOTEL FIFTY HOUSE;;;;;;137;;Albergo;4;9.20892833984;45.4639046683;45.4639046683, 9.20892833984
